PrayFast	Baumstark, Anton, ed. “Zwei syrisch erhaltene Festgebete des byzantinischen Ritus,” Oriens Christianus III, 14 [36] (1939): 52-67. (Piscataway, NJ: Gorgias Press, 2010).
2SoghJosWife	Brock, Sebastian P., “Joseph and Potiphar’s Wife (Genesis 39): Two Anonymous Dispute Poems,” in: W.J. van Bekkum, J.W. Drijvers and A.C. Klugkist (eds.), Syriac Polemics: Studies in Honour of Gerrit Jan Reinink (Orientalia Lovaniensia Analecta 170; Leuven: Peeters, 2007), 41-57.
2TreatDivin	Furlani, Giuseppe, “Due trattatelli enodiomantici in siriaco,” Rendiconti della Reale Accademia Nazionale dei Lincei. Classe di scienze morali, storiche e filologiche V, 28 (1919), 355-366.
2TreatPalmom	Furlani, Giuseppe, “Due trattati palmomantici in siriaco,” Rendiconti della Reale Accademia Nazionale dei Lincei. Classe di scienze morali, storiche e filologiche V, 26 (1917), 719-732.
2ndHomNativ	Moulin Paliard, C., Pasquet, C., and Vibert, C., “La seconde homélie syriaque anonyme sur la Nativité du manuscrit BL Add. 17 181,” Parole de l’Orient 35 (2010), 519-569.
3CollProem	Mateos, J., “Trois recueils anciens de Prooemia syriens,” Orientalia Christiana Periodica 33 (1967), 457-482.
3ESComBapt	Brock, Sebastian P., “Some Early Syriac Baptismal Commentaries,” Orientalia Christiana Periodica 46 (1980), 20-61.
3ExcWillOpChrist	Conterno, M., “Three Unpublished Texts on Christ’s Unique Will and Operation from the Syriac Florilegium in the ms. London, British Library, Add. 14535,” Millennium 10 (2013), 115-144.
3SoghMarina	Brock, Sebastian P., “St Marina and Satan: A Syriac Dialogue Poem,” Collectanea Christiana Orientalia 5 (2008), 35-57.
4Macc	Bensly, R.L., and Barnes, W.E., ed. and trans. The Fourth Book of Maccabees and Kindred Documents in Syriac First Edited on Manuscript Authority (Cambridge: Cambridge University Press, 1895).
Aba1:MarrLaw	Sachau, Eduard, ed. Syrische Rechtsbücher. Dritter Band: Corpus juris des persischen Erzbischofs Jesubocht. Erbrecht oder Canones des persischen Erzbischofs Simeon. Eherecht des Patriarchen Mâr Abhâ aus der römischen Handscriften. Berlin: G. Reimer, 1914.
Aba2:EpSchSeleuc	Chabot, J.B., “La Lettre du catholicos Mar-Aba II aux membres de l’école patriarcale de Séleucie,” in: Actes du Onzième Congrès International des Orientalistes, Paris–1897. Quatrième section: hébreu – phénicien – araméen – éthiopien – assyrien (Paris: Imprimerie nationale, 1898), 295-335.
AbbrevHimyMartyr	Devos, P., “L’abrégé syriaque BHO 104 sur les martyrs ḥimyarites,” Analecta Bollandiana 90:3-4 (1972), 337-359.
AbdGaz:LamExile	Pritula, Anton, “A Poem on Exile by ‘Aḇdīšō‘ of Gāzartā,” Христианский Восток 9 [15] (2021), 131-140.
AbrZab:HistRabBarʿIdta	Budge, Ernest A. Wallis, ed. The Histories of Rabban Hôrmîzd the Persian and Rabban Bar-ʿIdtâ: The Syriac Texts Edited with English Translations. Vol. 1.  Luzac's Semitic Text and Translation Series 9. London: Luzac, 1902.
ActsJn	Wright, William, ed. Apocryphal Acts of the Apostles, Edited from Syriac Manuscripts in the British Museum and Other Libraries. London / Edinburgh: Williams and Norgate, 1871.
ActsThom	Wright, William, ed. Apocryphal Acts of the Apostles, Edited from Syriac Manuscripts in the British Museum and Other Libraries. London / Edinburgh: Williams and Norgate, 1871.
ActsMattAndr	Wright, William, ed. Apocryphal Acts of the Apostles, Edited from Syriac Manuscripts in the British Museum and Other Libraries. London / Edinburgh: Williams and Norgate, 1871.
ActsPaulThec	Wright, William, ed. Apocryphal Acts of the Apostles, Edited from Syriac Manuscripts in the British Museum and Other Libraries. London / Edinburgh: Williams and Norgate, 1871.
ActsPhilox	White, J., Actuum apostolorum et epistolarum tam catholicarum quam paulinarum, versia syriaca Philoxeniana, ex codice Ms. Ridleiano in Bibl. Coll. Nov. Oxon. reposito nunc primum edita cum interpretatione et annotationibus. 2 vols (Oxonii: Typographeo Clarendoniano, 1799, 1803).
ActsSharb	Cureton, William, ed. Ancient Syriac Documents Relative to the Earliest Establishment of Christianity in Edessa and the Neighbouring Countries, from the Year after Our Lord’s Ascension to the Beginning of the Fourth Century. London / Edinburgh: Williams and Norgate, 1864.
ActsSilv	Di Rienzo, A., “Gli Actus Silvestri nella tradizione in lingua siriaca: il testimone contenuto nel manoscritto BL Add 12 174,” Adamantius 22 (2016), 328-348.
ActsEph449	Flemming, Johannes Paul Gotthilf. Akten Der Ephesinischen Synode Vom Jahre 449: Syrisch. Weidmann, 1917.
AddaiII:HomOrdHymnIntro	ܟܬܒܐ ܕܬܘܪ̈ܓܡܐ ܘܪܘܫܡܐ ܕܛܟܣܐ ܕܡܫܡ̈ܢܐ ܘܕܒܝܡ ܥܡ ܣܘܓܝ̈ܬܐ, Chicago: 1996.
Admon	of Beth Benyamin, Giwargis, ed. "ܬܘܪ̈ܓܡܐ ܠܡܥܠܝܘܬ ܐܘܢܓܠܝܘܢ ܕܚܕܒܫܒ̈ܐ ܘܕܥܐܕ̈ܐ ܘܕܕܘܟܪ̈ܢܐ", Baghdad: Nineveh Press, 1968. 
AdvicePhilosoph	Sachau, Eduard, ed. Inedita Syriaca: Eine Sammlung syrischer Übersetzungen von Schriften griechischer Profanliteratur, mit einem Anhang, aus den Handschriften des Brittischen Museums herausgegeben. Wien: K.K. Hof- und Staatsdruckerei, 1870.
Agathang:HistGeorgArm	van Esbroeck, M., “Le résumé syriaque de l’Agathange,” Analecta Bollandiana 95:3-4 (1977), 291-358.
Aḥud:MemCompMan	Chabot, J.B., “Notice sur deux manuscrits contenant les œuvres du moine Isaac de Rabban Isho et du métropolitain Ahoudemmeh,” Notices et extraits des manuscrits de la Bibliothèque Nationale et autres bibliothèques 43 (1965), 43-76.
AlEzGabr:LifeZayaIntro1	ܬܫܥܝܬܐ ܕܩܕܝܫܐ ܡܪܝ ܙܝܥܐ ܥܡ ܕܡܪܝ ܬܒܘܪ ܪܠܡܝܕܗ, Chicago: Alpha Graphic, 1990.
AlKam:Theol	Ibrahim, Gregorios Yohanna ed., Dolabani, Filoksinos Yuḥanon trans., Seven, Hanna trans., "The Book of Theology I II III by Michael Mina", Aleppo: Mardin Publishing House, 1998.
AmRYos:LifeZayaIntro2	ܬܫܥܝܬܐ ܕܩܕܝܫܐ ܡܪܝ ܙܝܥܐ ܥܡ ܕܡܪܝ ܬܒܘܪ ܪܠܡܝܕܗ, Chicago: Alpha Graphic, 1990.
AmbrAl:Hypomn	Cureton, W., ed. and trans. Spicilegium Syriacum Containing Remains of Bardesan, Meliton, Ambrose and Mara Bar Serapion. London: F. & J. Rivington, 1855.
Ammonas:Epist	Kmosko, Michael, ed. Ammonii Eremitae Epistolae. Patrologia Orientalis 10.6 [51]. Paris: Firmin-Didot, 1915.
Ammonas:Sayings	Nau, François, ed. Ammonas, successeur de Saint Antoine: textes grecs et syriaques. Patrologia Orientalis 11.4 [55]. Paris: Firmin-Didot, 1914.
AmphIcon:HomJn14:28	Moss, Cyril, “Amphilochius of Iconium on John 14, 28: “The Father Who Sent Me, Is Greater Than I”,” Le Muséon 43 (1930), 317-364.
AmphIcon:Orthod	van Rompay, L., “Amphilochii Iconiensis De Recta Fide,” in: C. Datema (ed.), Amphilochii Iconiensis opera: orationes, pluraque alia quae supersunt, nonnulla etiam spuria (Corpus Christianorum Series Graeca 3; Turnhout: Brepols / Leuven: University Press, 1978), 309-319.
Anaph12AposRecA	Raes, Alfons, "Anaphora duodecim apostolorum prima", Anaphorae Syriacae 1.2. Rome, Pontificium Institutum Orientalium Studiorum, 1940: 203-227.
Anaph12AposRecB	Raes, Alfons, "Anaphora duodecim apostolorum secunda", Anaphorae Syriacae 1.2. Rome, Pontificium Institutum Orientalium Studiorum, 1940: 229-263.
Anaph1985	Çiçek, Julius Yeshu, ed. "ܐܢܦܘܪܐ", Holland: Monastery of Mar Ephrem, 1985.
Anaph2010	Ürek, Gregorius Melki, ed. "ܐܢܦܘܪܐ", Turkey: Archdiocese of Adiyaman, 2010.
AnaphCyrilAlJer	Raes, Alfons, "Anaphora Syriaca Cyrilli Hierosolymitani vel Cyrilli Alexandrini", Anaphorae Syriacae 1.3. Rome, Pontificium Institutum Orientalium Studiorum, 1944. 323-363.
AnaphDivLit	Nayis, Philoxenos Mattias, al-Khouri, Matta, eds. "ܐܢܦܘܪܐ ܬܫܡܫܬܐ ܕܩܘܪܒܐ ܐܠܗܝܐ. The Anaphora: The service book of the Divine Liturgy. الاأنافورا كتاب خدمة الذبيحة الإلهية", Damascus: Syriac Orthodox Patriarchate of Antioch, 2012.
AnaphJames	Connolly, R.H., and Codrington, H.W., Two Commentaries on the Jacobite Liturgy by George Bishop of the Arab Tribes and Moses Bar Kepha, together with the Syriac Anaphora of St. James and a Document Entitled The Book of Life (London: Williams and Norgate, 1913).
AnaphJnSaba	Raes, Alfons, "Anaphora Ioannis Sabae", Anaphorae Syriacae 2.1. Rome, Pontificium Institutum Orientalium Studiorum, 1951. 85-103.
AnaphMalank	ܟܬܒܐ ܕܛܟܣܐ ܕܐܢܢܦܘܪܐ, Udayigiri, India: Seminary Publications, 1993.
AnaphParadPilat	Gibson, M.D., Apocrypha Sinaitica (Studia Sinaitica 5; London: C.J. Clay and Sons, 1896).
AnaphThom	Raes, Alfons, "Anaphora Syriaca S. Thomae Apostoli", Anaphorae Syriacae 2.3. Rome, Pontificium Institutum Orientalium Studiorum, 1973, 329-351.
AndrSam:EpRabbula	Pericoli Ridolfini, F.S., “Lettera di Andrea di Samosata a Rabbûlâ di Edessa,” Rivista degli Studi Orientali 28 (1953), 153-169.
AndronAsaph	Mingana, Alphonse, ed. "Some Early Judeo-Christian Documents in the John Rylands Library", Manchester: The University Press, 1917.
AnonPreceptsHistAhiqar	Nau, François, ed. and trans. "Préceptes anonymes et histoire d'Ahiqar, d'après le ms. de Berlin Sachau 162," Revue de l’Orient chrétien II, 9:2 [19] (1914), 209-214. Piscataway, NJ: Gorgias Press, 2010.)
LgndMacc	Bensly, R.L., and Barnes, W.E., ed. and trans. The Fourth Book of Maccabees and Kindred Documents in Syriac First Edited on Manuscript Authority (Cambridge: Cambridge University Press, 1895).
MimMacc	Bensly, R.L., and Barnes, W.E., ed. and trans. The Fourth Book of Maccabees and Kindred Documents in Syriac First Edited on Manuscript Authority (Cambridge: Cambridge University Press, 1895).
NotePhilox	Vaschalde, Arthur A., ed. and trans. Three Letters of Philoxenus Bishop of Mabbôgh (485–519), Being the Letter to the Monks, the First Letter to the Monks of Beth-Gaugal, and the Letter to Emperor Zeno. Facultas Philosophiae 2; Roma: Tipografia della R. Accademia dei Lincei, 1902.
AnṭTagr:BkRhet	Sewan d-Beth Qermez, E., The Book of the Rhetoric by Anthony Rhitor of Tagrit (Stockholm: Forfatteres Bokmaskin, 2000).
AnṭTagr:Pray	Bäss, P., “Gebete des Anton von Tagrit,” in: Paul de Lagarde und die syrische Kirchengeschichte (Göttingen: Göttinger Arbeitskreis für syrische Kirchengeschichte, 1968), 8-18.
AnthCp:EpJacBurd	Rahmani, Ignatius Ephraem, ed. Studia Syriaca, seu collectio documentorum hactenus ineditorum ex codicibus Syriacis. Fasc. III: Vetusta Documenta Liturgica. Primo Edidit Latin Vertit Notis Illustrative. Monte Libano: Typis Patriarchalibus in Seminario Scharfensi, 1908.
AnthPoems	ܟܦܐ ܕܗܒܒ̈ܐ ܠܒܢ̈ܝ ܓܢ̈ܐ ܚܒܝ̈ܒܐ, Jerusalem: Monastery of Saint Mark, 1929.
AnthCp:MemToJustinian	van Roey, Albert, and Allen, P., ed. and trans. Monophysite Texts of the Sixth Century. Orientalia Lovaniensia Analecta 56; Leuven: Peeters, 1994.
Antiph	Heiming, Odilo, ed. and trans. "Die 'Enjânêhirmen der Berliner Handschrift Sach. 349," Oriens Christianus 17 (1930), 19-55 (Piscataway, NJ: Gorgias Press, 2010.)
Aphni:ChKnow	Kalinin, M.G., and Preobrazhensky, A.M., “‘The Chapters on Knowledge’ of Rabban Aphnīmāran: The Syriac and Arabic Manuscripts Traditions. Part I: A Critical Edition, Translation from Syriac and Arabic and Notes,” Библия и христианская древность 1 [5] (2020), 15-64 [in Russian]
ApocDan	Henze, M., The Syriac Apocalypse of Daniel: Introduction, Text and Commentary (Studies and Texts in Antiquity and Christianity 11; Tübingen: Mohr Siebeck, 2001).
ApocJn	Heide, M., “Die syrische Apokalypse oder Offenbarung an Johannes: Kritische Edition der harklensischen Textzeugen,” in: M. Sigismund and D. Müller (eds.), Studien zum Text der Apokalypse II (Arbeiten zur neutestamentlichen Textforschung 50; Berlin / Boston: Walter de Gruyter, 2017), 81-187.
ApocOT	de Lagarde, P.A., Libri Veteris Testamenti apocryphi syriace (Leipzig: F.A. Brockhaus / London: Williams and Norgate, 1861).
ApocPaul	Ricciotti, G., “Apocalypsis Pauli syriace,” Orientalia NS 2:1 (1933), 1-25, 120-149.
Aristid:Apol	Pouderon, B., and Pierre, M.-J., ed. and trans. Aristide. Apologie (Sources chrétiennes 470; Paris: Cerf, 2003).
AssumMaryBL	Wright, William, Contributions to the Apocryphal Literature of the New Testament, Collected and Edited from Syriac Manuscripts in the British Museum, with an English Translation and Notes (London: Williams and Norgate, 1865).
AtasDB:GuideSeekBibLett	Seven, Hanna, trans. "The Guide of the Seekers to the Bible Translated from Arabic into Syriac by Hanna Seven (Kirmiz)", 1999.
Ps-Ath:Anaph	Baumstark, Anton, ed. and trans. 'Eine syrische "Liturgie S. Athanasii". Oriens Christianus 2 (1902), 90-129 (Piscataway, NJ: Gorgias Press, 2019.)
AthAl:BaptAddr	———. “A Baptismal Address attributed to Athanasius,” Oriens Christianus 61 (1977), 92-102.
AthAl:EpVirgJer	Lebon, J., “Athanasiana Syriaca. II: Une lettre attribué à saint Athanase d’Alexandrie,” Le Muséon 41 (1928), 169-216.
AthAl:MemVirg	Lebon, J., “Athanasiana Syriaca. I: Un Logos peri parthenias attribué à saint Athanase d’Alexandrie,” Le Muséon 40 (1927), 205-248.
AthIIBal:IntrLogic	Furlani, Giuseppe, “Contributi alla storia della filosofia greca in Oriente. Testi siriaci, VI. Una introduzione alla logica aristotelica di Atanasio di Balad,” Rendiconti della Reale Accademia Nazionale dei Lincei. Classe di scienze morali, storiche e filologiche V, 25 (1916), 717-778.
AthIIBal:EpSacrMusl	Ebied, R.Y., “The Syriac Encyclical Letter of Athanasius II, Patriarch of Antioch, which Forbids the Partaking of the Sacrifices of the Muslims,” in: P. Bruns and H.O. Luthe (eds.), Orientalia Christiana: Festschrift für Hubert Kaufhold zum 70. Geburtstag (Wiesbaden: Harrassowitz Verlag, 2013), 169-174.
AthAl:ExposPs	Thomson, Robert W., ed. Athanasiana Syriaca. Part IV: Expositio in Psalmos: 1. Abbreviated Version; 2. Longer Version. CSCO 386-387, Syr. 167-168. Leuven: Secrétariat du CorpusSCO, 1977.
AthAl:EpFest	Cureton, William, ed. The Festal Letters of Athanasius, Discovered in an Ancient Syriac Version. London: Society for the Publication of Oriental Texts, 1848.
AtticusConst:MemMotherGod	Lebon, J., “Discours d’Atticus de Constantinople “Sur la Sainte Mère de Dieu”,” Le Muséon 46:3-4 (1933), 167-202.
AttoS:SyrTurkDictIntro	Atto, Simon, "ܣܦܪ ܡܠ̈ܐ ܣܘܪܝܝܐ - ܬܘܪܟܝܐ. Süryanice - Türkçe Sözlük", Holland: Ikinci Baskı, 1990.
AydinE:LifeAnth	Aydin, Emmanuel, "Stern der Wüste: Heiliger Antonius. Çöl Yıldızı Aziz Antonyus", Istanbul: Gerçeğe Doğru Kitapları, 2006.
AydinJH:Hymnal2011Intro2	Savci, Yuhanun, ed. "ܩ̈ܠܐ ܘܢܥܡ̈ܬܐ ܠܦܘܬ ܛܟܣܐ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܬܪܝܨܬ ܫܘܒܚܐ ܕܐܢܛܝܘܟܝܐ", Giessen, Germany: Aram Druck, 2011.
AydinJH:OrdDivLitIntro	Aydin, Julius Henana, ed., "ܛܟܣܐ ܕܩܘܪܒܐ ܐܠܗܝܐ ܠܦܘܬ ܡܫܠܡܢܘܬܐ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܬܪܨܬ ܫܘܒܚܐ ܕܐܢܛܝܘܟ. Ordnung der göttlichen Operfung nach dem Ritus der syrisch-orthodoxen Kirche von Antiochien", Holland: Bar Hebraeus Verlag, 2009.
AydinN:MisfTurAbd	Aydin, Numan, "1915-1988 ܓܕܫ̈ܐ ܘܫܒ̈ܬܐ ܕܛܘܪ ܥܒܕܝܢ. ܚܘܪܒܐ ܕܕܝܪ̈ܬܐ ܘܩܬܠܐ ܕܕܝܪ̈ܝܝܐ", Holland: Bar Ebroyo Kloster, 1997.
BArbaya:EccHist2	Nau, François, ed. La seconde partie de l’Histoire de Barhadbešabba ‘Arbaïa et controverse de Théodore de Mopsueste avec les Macédoniens. Patrologia Orientalis 9.5 [45]. Paris: Firmin-Didot, 1913. (Turnhout: Brepols, 1983.)
BArbaya:EccHist1	Nau, F., ed. and trans. Barhadbesabba Arbaia: Histoire Ecclésiastique (Iére Partie). Patrologia Orientalis 23.2 [113]. Turnhout: Brepols, 1994.
BArbaya:ThdrMopsLuqMac	Nau, François, ed. La seconde partie de l’Histoire de Barhadbešabba ‘Arbaïa et controverse de Théodore de Mopsueste avec les Macédoniens. Patrologia Orientalis 9.5 [45]. Paris: Firmin-Didot, 1913. (Turnhout: Brepols, 1983.)
BGazo1995	ܒܝܬ ܓܙܐ ܢܥܡ̈ܬܐ ܕܥܕܬܐ ܣܘܪܝܝܬܐ, Holland: Bar Ebroyo Kloster, 1995.
BGazoKott1997	ܟܬܒܐ ܕܒܝܬ ܓܙܐ ܕܙܡܝܪ̈ܬܐ ܥܕܬܢܝ̈ܬܐ, Kottayam: 1997.
Bal:BurAaron	Overbeck, J.J., ed. S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus edidit (Oxford: Clarendon Press, 1865).
Bal:MadrAqaq	Overbeck, J.J., ed. S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus edidit (Oxford: Clarendon Press, 1865).
Bal:MadrDedChurch	Overbeck, J.J., ed. S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus edidit (Oxford: Clarendon Press, 1865).
Bal:Memra8	Overbeck, J.J., ed. S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus edidit (Oxford: Clarendon Press, 1865).
Bal:Supplic	Overbeck, J.J., ed. S. Ephraemi Syri, Rabulae episcopi Edesseni, Balaei aliorumque opera selecta e codicibus syriacis manuscriptis in museo Britannico et bibliotheca Bodleiana asservatis primus edidit (Oxford: Clarendon Press, 1865).
BarAbgare:CanBC	Kaufhold, H., Syrische Texte zum islamischen Recht: Das dem nestorianischen Katholikos Johannes V. bar Aḇgārē zugeschriebene Rechtsbuch (Abhandlungen der Bayerischen Akademie der Wissenschaften, Philologisch-Historische Klasse NF 74; München: Verlag der Bayerischen Akademie der Wissenschaften, 1971).
BarAbgare:CanD	Kaufhold, H., Syrische Texte zum islamischen Recht: Das dem nestorianischen Katholikos Johannes V. bar Aḇgārē zugeschriebene Rechtsbuch (Abhandlungen der Bayerischen Akademie der Wissenschaften, Philologisch-Historische Klasse NF 74; München: Verlag der Bayerischen Akademie der Wissenschaften, 1971).
BarʾAywās:ColXHistAlexGreat	Budge, Ernest A. Wallis, ed. and trans. The History of Alexander the Great, Being the Syriac Version of the Pseudo-Callisthenes. Cambridge: Cambridge University Press, 1889.
BarBahr:OrdoMarrInhLaw	Selb, W., ‘Aḇdīšō‘ Bar Bahrīz. Ordnung der Ehe und der Erbschaften sowie Entscheidung von Rechtsfällen (Sitzungsberichte der Österreichische Akademie der Wissenschaften, Philosophisch-Historische Klasse 268.1; Wien: Hermann Böhlaus Nachfolger, 1970).
BarBrikha:BkPearl	ܟܬܒܐ ܕܡܬܩܪܐ ܡܪܓܢܝܬܐ ܕܥܠ ܫܪܪܐ ܒܟܪܣܛܝܢܘܬܐ ܕܥܒܝܕ ܠܡܪܝ ܥܒܕܝܫܘܥ ܡܝܛܪܦܘܠܝܛܐ ܕܨܘܒܐ ܘܕܐܪܡܢܝܐ, Mosul: Assyrian Press of the Ancient Church of the East, 1924.
BarBrikha:HomFeast	of Beth Benyamin, Giwargis, ed. "ܬܘܪ̈ܓܡܐ ܠܡܥܠܝܘܬ ܐܘܢܓܠܝܘܢ ܕܚܕܒܫܒ̈ܐ ܘܕܥܐܕ̈ܐ ܘܕܕܘܟܪ̈ܢܐ", Baghdad: Nineveh Press, 1968. 
BarBrikha:Nomocanon	Mai, A., Scriptorum veterum nova collectio e vaticanis codicibus edita. Tomus 10 (Roma: Typis Collegii Urbani, 1838).
BarBrikha:OrdoIudic	Kaufhold, Hubert, Ebedjesus von Nisibis “Ordo iudiciorum ecclesiasticorum”: Eine Zusammenstellung der kirchlichen Rechtsbestimmungen der ostsyrischen Kirche im 14. Jahrhundert (Eichstätter Beiträge zum Christlichen Orient 7; Wiesbaden: Harrassowitz Verlag, 2019).
BarEbr:AnaphJames2	Raes, Alfons, "Anaphora Syriaca Minor Sancti Iacobi Fratris Domini", Anaphorae Syriacae 2.2. Rome, Pontificium Institutum Orientalium Studiorum, 1953. 181-209.
BarEbr:AscMind	Nau, François, Le Livre de l’ascension de l’esprit sur la forme du ciel et de la terre: cours d’astronomie rédigé en 1279 par Grégoire Aboulfarag, dit Bar Hebræus, publié pour la première fois d’après les manuscrits de Paris, d’Oxford et de Cambridge. 2 vols (Bibliothèque de l’École des hautes études, Sciences philologiques et historiques 121; Paris: É. Bouillon, 1899-1900).
BarEbr:BkSplend	Moberg, Axel, ed. and trans. Le Livre des Splendeurs: la grande grammaire de Grégoire Barhebraeus. Text syriaque édité d’après les manuscrits avec une introduction et des notes. Acta Regiae Societatis Humaniorum Litterarum Lundensis 4; Lund: C.W.K. Gleerup, 1922.
BarEbr:BkPupils	Steyer, C., Buch der Pupillen von Gregor Bar Hebräus nach vier Handschriften der Königlichen Bibliothek zu Berlin (Leipzig: August Pries, 1908).
BarEbr:BookRaysDisc4Chap6	Jacob, George Phillips, ed. A Letter by Mār Jacob, Bishop of Edessa, on Syriac Orthography; Also a Tract by the Same Author, and a Discourse by Gregory Bar Hebræus on Syriac Accents. Now Edited, in the Original Syriac, from Mss. in the British Museum, with an English Translation and Notes. London: Williams and Norgate, 1869.
BarEbr:CandSanctIX	Poirier, J.-H., ed. "Le Candélabre du Sanctuaire de Grégoire Abou’lfaradj dit Barhebræus. IX. Du libre arbitre". Patrologia Orientalis 43.2 [194]. Turnhout: Brepols, 1986.
BarEbr:CandSanctXII	Séd, N., ed. "Le Candélabre du Sanctuaire de Grégoire Abou’lfaradj dit Barhebræus. XII. Du paradis. Suivie du livre de rayons: traité X". Patrologia Orientalis 40.3 [184]. Turnhout: Brepols, 1981.
BarEbr:CandSanctX	Zigmund-Cerbü, E., ed. "Le Candélabre du Sanctuaire de Grégoire Abou’lfaradj dit Barhebræus. X. De la Résurrection". Patrologia Orientalis 35.2 [164]. Turnhout: Brepols, 1969.
BarEbr:CandSanct	Bakoš, Ján. Le Candélabre Du Sanctuaire de Grégoire Abou’lfaradj Dit Barhebræus, I–II. Firmin-Didot, 1930.
BarEbr:Chron	Bedjan, Paulus. Gregorii Barhebræi Chronicon Syriacum e Codd. Mss. Emendatum Ac Punctis Vocalibus Adnotationibusque Locupletatum. Maisonneuve, 1890.
BarEbr:ComGosp	Wilmot Eardley, Carr, ed. "Gregory Abu'l Faraj commonly called Bar-Hebræus. Commentary on the Gospels from the Horreum Mysteriorum", London: Society for Promoting Christian Knowledge, 1925.
BarEbr:CreamWisPoet	Margoliouth, David, "Analecta Orientalia ad Poeticam Aristoteleam", London: David Nutt, 1887.
BarEbr:CreamWisdFinal	Joosse, N.P., A Syriac Encyclopaedia of Aristotelian Philosophy: Barhebraeus (13th c.), Butyrum Sapientiae, Books of Ethics, Economy, and Politics. Aristoteles Semitico-Latinus 16; Leiden: Brill, 2004.
BarEbr:CreamWisdMeteor	Takahashi, H., Aristotelian Meteorology in Syriac: Barhebraeus, Butyrum Sapientiae, Books of Mineralogy and Meteorology. Aristoteles Semitico-Latinus 15; Leiden: Brill, 2004.
BarEbr:CreamWisdRhet	Watt, John W., ed. and trans. Aristotelian Rhetoric in Syriac: Barhebraeus, Butyrum Sapientiae, Book of Rhetoric. Aristoteles Semitico-Latinus 18; Leiden: Brill, 2005.
BarEbr:EpDenha	Chabot, Jean Baptiste, “Une lettre de Bar Hébréus au catholicos Denḥa Ier, publiée et traduite,” Journal asiatique IX, 11 (1898), 75-128.
BarEbr:Ethicon	Bedjan, Paulus. Ethicon; Seu, Moralia Gregorii Barhebraei. Otto Harrassowitz, 1898.
BarEbr:LaughStor	Budge, E.A.W., The Laughable Stories Collected by Mâr Gregory John Bar-Hebræus, Maphrian of the East from A.D. 1264 to 1268. Luzac’s Semitic Text and Translation Series 1. London: Luzac and Co., 1897.
BarEbr:Nomocanon	Bedjan, Paulus. Nomocanon Gregorii Barhebræi. Otto Harrassowitz, 1898.
BarEbr:PoemDivWis	Darauni, Ioannis Notayn, ed. "Carmen de Divina Sapientia Aucotre Celeberrimo Viro Abulpharagio Gregorio Filio Haronis Bar-Hebraeo", Rome: Sacra Congregatio de Propaganda Fide, 1880.
BarEbr:ProlBkSignsAdmon	Furlani, Giuseppe, “La versione siriaca del Kitāb al-išārāt wat-tanbīhāt di Avicenna,” Rivista degli Studi Orientali 21:1 (1945), 89-101.
BarEbr:ScholMatt	Spanuth, Johannes, ed. Gregorii Abulfarag bar Ebhraya in Evangelium Matthaei scholia. Göttingen: Dieterichsche Buchhandlung, 1879.
BarKepha:ComLit	Connolly, R.H., and Codrington, H.W., Two Commentaries on the Jacobite Liturgy by George Bishop of the Arab Tribes and Moses Bar Kepha, together with the Syriac Anaphora of St. James and a Document Entitled The Book of Life (London: Williams and Norgate, 1913).
BarKepha:HomMonProf	Aydin, E., Comparing the Syriac Order of Monastic Profession (ṭeksā d-sufārā d-dayrāyē) with the Order of Baptism (ṭeksā da-‘mādā) both in External Structure and in Theological Themes (Ph.D. dissertation; Princeton Theological Seminary, 2011).
BarKepha:MemTonsure	Aydin, E., Comparing the Syriac Order of Monastic Profession (ṭeksā d-sufārā d-dayrāyē) with the Order of Baptism (ṭeksā da-‘mādā) both in External Structure and in Theological Themes (Ph.D. dissertation; Princeton Theological Seminary, 2011).
BarKepha:ComBap	Varghese, Baby. "Moses bar Kepha Commentary on Baptism." The Harp 24 (2009): 55-82.
BarKepha:ComLuke	Saadi, Abdul-Massih. "Moshe bar Kepha’s Commentary on Luke: A Ninth Century Apology." Ph.D. dissertation, Lutheran School of Theology at Chicago, 1999.
BarKepha:CommRom	Reller, Jobst, ed. and trans. Mose bar Kepha und seine Paulinenauslegung, nebst Edition und Übersetzung des Kommentars zum Römerbrief. Göttinger Orientforschungen, I. Reihe: Syriaca 35; Wiesbaden: Otto Harrassowitz, 1994.
BarKepha:MemSanctMyr	Strothmann, W., Moses Bar Kepha. Myron-Weihe (Göttinger Orientforschungen, I. Reihe: Syriaca 7; Wiesbaden: Otto Harrassowitz, 1973).
